"x1","x2","y"
-0.961933415919883,0.90062472898267,1
-0.292525722878467,0.851770447092221,1
0.258788216241251,0.72771517415448,1
-1.15213188591513,0.73650214568861,1
0.195782826286375,-0.352129616945692,1
0.0301239446016315,0.705515513485513,1
0.0854177316122717,1.30035798873208,1
1.11661021271527,0.0382520141442711,1
-1.21885741557799,-0.979283769996278,1
1.26736872208989,0.793761230872534,1
-0.744781596135141,0.786506872009449,1
-1.13121857083574,-0.3104631309593,1
-0.716358490032977,1.6988848455591,1
0.252652369646215,-0.794593708549281,1
0.152045706655596,0.348437716180028,1
-0.30765642967842,-2.26540107351778,1
-0.953017330908122,-0.162205279028246,1
-0.64824281144847,1.13086499145889,1
1.22431362428059,-0.455545976260457,1
0.19981160798297,-0.899166315538872,1
-0.578483721859972,0.726838901731248,1
-0.942300733477539,-0.809440901865235,1
-0.203728179661995,0.267085115955233,1
-1.66647484003016,-1.73726371053359,1
-0.484455109150991,-1.41142513580887,1
-0.741072660721595,-0.453551226778487,1
1.16061577924134,-1.03549127536806,1
1.01206712493423,1.36214289325928,1
-0.0720784740865598,0.917456736975022,1
-1.13678229809932,-0.785142161076832,1
3.57351817314726,2.14618154564503,-1
3.91819620773777,2.0100056692515,-1
3.25628727298572,2.34912226307611,-1
3.35196655593757,4.05394666049401,-1
4.1743373570956,2.60912196656917,-1
2.5191536247108,2.92941360638992,-1
2.5811702778644,2.53794919050295,-1
3.95511280322035,3.54090826699026,-1
1.71099338905213,3.9316349709265,-1
3.18619743307504,2.79072565479161,-1
2.96867449805277,3.61735004847214,-1
3.46709730984657,2.59492248730665,-1
4.02419767420456,4.05310376278932,-1
3.2673584522344,3.60228424623294,-1
3.2318261028602,4.01746117679617,-1
3.74759246452241,3.60816731801202,-1
4.21706851052422,3.20673599544651,-1
3.38335834516827,1.10227270820599,-1
2.01194717840788,2.31741716832174,-1
2.84314708980316,3.48133841544876,-1
4.73553521624809,2.53696896199754,-1
2.64770169449992,2.72025830421998,-1
3.68864004412573,2.58630985544885,-1
4.22440609580274,4.61876652099431,-1
3.79429630330349,2.27894428913619,-1
2.99359760157827,2.54690684267191,-1
3.21915063516699,3.01425716081172,-1
2.11353624899462,3.21576462119531,-1
3.43976029137193,3.18887019529311,-1
2.11361024933446,2.94985150566489,-1
